"Source descriptor","Target descriptor","Source_state","Target_state","Score_agreed","Conf_agreed","Panel_reasoning"
"Energy_Security_Pressure","Fossil_Price_Pressure","Low","Low","2","4","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Fossil_Price_Pressure","Low","Medium","0","3","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Fossil_Price_Pressure","Low","High","-2","4","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Fossil_Price_Pressure","Medium","Low","-1","3","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Fossil_Price_Pressure","Medium","Medium","1","4","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Fossil_Price_Pressure","Medium","High","1","3","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Fossil_Price_Pressure","High","Low","-2","4","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Fossil_Price_Pressure","High","Medium","-1","3","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Fossil_Price_Pressure","High","High","2","5","Energy security pressure and fossil price pressure align: high security pressure supports high fossil price pressure (3.3 +2 conf 5), low supports low (1.1 +2 conf 4); mismatches hinder (1.3 and 3.1 ±2 conf 4). Medium cells ±1 or 0 with conf 3–4; fossil prices partly exogenous so no ±3 and confidence 5 only for High→High."
"Energy_Security_Pressure","Public_Acceptance","Low","Low","1","3","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Public_Acceptance","Low","Medium","0","2","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Public_Acceptance","Low","High","-2","4","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Public_Acceptance","Medium","Low","-1","3","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Public_Acceptance","Medium","Medium","1","3","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Public_Acceptance","Medium","High","1","3","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Public_Acceptance","High","Low","-2","4","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Public_Acceptance","High","Medium","1","3","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Public_Acceptance","High","High","2","4","High energy security pressure (EU/GL) supports high public acceptance (DE) and hinders low; low pressure supports low acceptance and hinders high; medium pressure aligns with medium/high acceptance; corner cells strongest evidence (conf 4), weak cells 0 with conf 2."
"Energy_Security_Pressure","Land_Use_Conflict","Low","High","-2","4","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","Land_Use_Conflict","Low","Medium","-1","3","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","Land_Use_Conflict","Low","Low","2","4","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","Land_Use_Conflict","Medium","High","1","3","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","Land_Use_Conflict","Medium","Medium","1","3","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","Land_Use_Conflict","Medium","Low","-1","3","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","Land_Use_Conflict","High","High","2","4","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","Land_Use_Conflict","High","Medium","1","4","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","Land_Use_Conflict","High","Low","-2","4","Higher energy security pressure increases demand for land for renewables and grid, supporting higher land-use conflict and hindering low conflict; low pressure supports low conflict and hinders high conflict; acceptance effect caps High→High at +2; medium source has intermediate impacts; confidence 4 for clear-direction cells, 3 for medium row."
"Energy_Security_Pressure","EU_Policy_Alignment","Low","Low","2","4","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","EU_Policy_Alignment","Low","Medium","0","2","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","EU_Policy_Alignment","Low","High","-2","4","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","EU_Policy_Alignment","Medium","Low","-1","3","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","EU_Policy_Alignment","Medium","Medium","1","3","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","EU_Policy_Alignment","Medium","High","1","3","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","EU_Policy_Alignment","High","Low","-2","4","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","EU_Policy_Alignment","High","Medium","1","3","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","EU_Policy_Alignment","High","High","2","4","High energy security pressure supports high EU policy alignment and hinders low alignment (crisis-driven solidarity); low pressure supports low alignment and hinders high alignment; diagonal and opposite corners scored with confidence 4, Low→Medium weak (0, conf 2)."
"Energy_Security_Pressure","Investment_Availability","Low","Low","1","3","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Energy_Security_Pressure","Investment_Availability","Low","Medium","0","2","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Energy_Security_Pressure","Investment_Availability","Low","High","-1","3","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Energy_Security_Pressure","Investment_Availability","Medium","Low","-1","4","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Energy_Security_Pressure","Investment_Availability","Medium","Medium","2","4","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Energy_Security_Pressure","Investment_Availability","Medium","High","1","3","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Energy_Security_Pressure","Investment_Availability","High","Low","-2","4","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Energy_Security_Pressure","Investment_Availability","High","Medium","1","3","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Energy_Security_Pressure","Investment_Availability","High","High","2","4","Higher energy security pressure (EU/GL) supports higher investment availability (DE/EU) for the transition; low pressure supports low and hinders high; diagonal and high-source cells scored with moderate to good confidence."
"Investment_Availability","Decarbonisation_Outcome","Low","High emissions","2","4","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Decarbonisation_Outcome","Low","Medium","0","3","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Decarbonisation_Outcome","Low","Net-zero aligned","-2","4","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Decarbonisation_Outcome","Medium","High emissions","-1","3","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Decarbonisation_Outcome","Medium","Medium","1","3","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Decarbonisation_Outcome","Medium","Net-zero aligned","0","3","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Decarbonisation_Outcome","High","High emissions","-2","4","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Decarbonisation_Outcome","High","Medium","0","3","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Decarbonisation_Outcome","High","Net-zero aligned","2","4","Low investment supports high emissions and hinders net-zero; high investment hinders high emissions and supports net-zero; medium investment weakly favours medium outcome; strongest impacts ±2 with confidence 4, medium row and off-diagonal cells 0 or ±1 with confidence 3."
"Investment_Availability","Policy_Stringency","Low","Low","1","4","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Policy_Stringency","Low","Medium","0","3","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Policy_Stringency","Low","High","-2","4","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Policy_Stringency","Medium","Low","0","3","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Policy_Stringency","Medium","Medium","1","4","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Policy_Stringency","Medium","High","1","3","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Policy_Stringency","High","Low","1","3","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Policy_Stringency","High","Medium","0","3","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Policy_Stringency","High","High","2","4","Investment-to-policy link: low capital supports low stringency and hinders high; high capital enables high stringency and weakly supports low (comfort zone); medium aligns with medium and weakly supports high; diagonal and main off-diagonals scored with confidence 4, others 3; direction contested in places so no confidence 5."
"Investment_Availability","Permitting_Pace","Low","Slow","1","4","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Permitting_Pace","Low","Medium","0","3","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Permitting_Pace","Low","Fast","-1","4","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Permitting_Pace","Medium","Slow","-1","3","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Permitting_Pace","Medium","Medium","1","4","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Permitting_Pace","Medium","Fast","1","4","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Permitting_Pace","High","Slow","-2","4","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Permitting_Pace","High","Medium","0","3","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Permitting_Pace","High","Fast","2","4","Investment availability influences permitting via pressure and capacity; diagonal (Low–Slow, Medium–Medium, High–Fast) and opposite corners (Low–Fast negative, High–Slow negative) agreed; indirect link so scores ±1/±2 and confidence 3–4."
"Investment_Availability","Renewables_Deployment","Low","Low","2","4","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Renewables_Deployment","Low","Medium","-2","4","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Renewables_Deployment","Low","High","-3","5","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Renewables_Deployment","Medium","Low","-2","4","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Renewables_Deployment","Medium","Medium","2","4","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Renewables_Deployment","Medium","High","1","3","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Renewables_Deployment","High","Low","-3","5","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Renewables_Deployment","High","Medium","-1","4","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Renewables_Deployment","High","High","3","5","Investment is a direct enabler of renewables deployment; diagonal (Low–Low, Medium–Medium, High–High) supported; opposite corners (Low–High, High–Low) strongly hindered (−3); confidences 5 on 1.3, 3.1, 3.3 and 4 elsewhere except 2.3 (3); aligned with other driver→Renewables_Deployment pairs."
"Investment_Availability","Technology_Costs","Low","High","2","4","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Technology_Costs","Low","Medium","1","3","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Technology_Costs","Low","Low","-2","4","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Technology_Costs","Medium","High","-1","3","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Technology_Costs","Medium","Medium","0","3","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Technology_Costs","Medium","Low","1","3","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Technology_Costs","High","High","-2","4","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Technology_Costs","High","Medium","-1","3","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Technology_Costs","High","Low","2","4","DE/EU investment supports global technology cost reduction via deployment and R&D; low investment supports high costs and hinders low costs, high investment the reverse; scores ±2 on corner cells and confidence 4 there, 3 elsewhere, reflecting Technology_Costs as global."
"Investment_Availability","Hydrogen_Role","Low","Limited","2","4","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Hydrogen_Role","Low","Moderate","0","3","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Hydrogen_Role","Low","Major","-3","5","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Hydrogen_Role","Medium","Limited","1","3","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Hydrogen_Role","Medium","Moderate","2","4","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Hydrogen_Role","Medium","Major","-1","3","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Hydrogen_Role","High","Limited","-2","4","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Hydrogen_Role","High","Moderate","1","3","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Hydrogen_Role","High","Major","3","5","Investment is the main financial enabler for hydrogen scale-up; low capital supports limited role and strongly hinders major role; high capital strongly supports major role and hinders limited; medium best supports moderate role; confidence highest for clear-direction cells (1.3, 3.3)."
"Investment_Availability","Grid_Development","Low","Lagging","2","4","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
"Investment_Availability","Grid_Development","Low","Moderate","0","3","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
"Investment_Availability","Grid_Development","Low","Strong","-3","5","Investment availability and grid development align ordinally: low capital promotes lagging grid (+2) and strongly hinders strong grid (−3); high capital strongly hinders lagging (−3) and strongly supports strong grid (+3); medium capital supports moderate grid (+2) and weakly supports strong (+1); off-diagonal cells (e.g. Low→Moderate, High→Moderate) scored 0 or −1 with confidence 3–4; highest confidence on main diagonal and strong hinder/support cells."
